DATE,CLOSING.PRICE
3/3/1989,59.3
3/6/1989,59.81
3/7/1989,59.13
3/8/1989,58.94
3/9/1989,58.78
3/10/1989,58.72
3/13/1989,59.09
3/14/1989,58.88
3/15/1989,58.69
3/16/1989,59.05
3/17/1989,57.22
3/20/1989,56.44
3/21/1989,57.03
3/22/1989,56.08
3/23/1989,56.17
3/27/1989,56.29
3/28/1989,56.59
3/29/1989,56.72
3/30/1989,56.67
3/31/1989,57.12
4/3/1989,57.15
4/4/1989,56.81
4/5/1989,57.26
4/6/1989,57.37
4/7/1989,58.24
4/10/1989,58.29
4/11/1989,59.02
4/12/1989,59.24
4/13/1989,58.99
4/14/1989,59.84
4/17/1989,59.83
4/18/1989,60.43
4/19/1989,60.62
4/20/1989,60.69
4/21/1989,60.94
4/24/1989,60.71
4/25/1989,60.4
4/26/1989,60.28
4/27/1989,60.58
4/28/1989,60.72
5/1/1989,60.81
5/2/1989,60.68
5/3/1989,60.89
5/4/1989,60.94
5/5/1989,60.77
5/8/1989,60.74
5/9/1989,60.84
5/10/1989,61.12
5/11/1989,61.36
5/12/1989,62.33
5/15/1989,62.65
5/16/1989,62.33
5/17/1989,62.68
5/18/1989,62.88
5/19/1989,63.28
5/22/1989,63.34
5/23/1989,62.84
5/24/1989,63.04
5/25/1989,63.24
5/26/1989,63.79
5/30/1989,63.56
5/31/1989,64.09
6/1/1989,64.62
6/2/1989,64.93
6/5/1989,63.56
6/6/1989,63.85
6/7/1989,64.42
6/8/1989,64.32
6/9/1989,64.08
6/12/1989,64.24
6/13/1989,63.6
6/14/1989,63.74
6/15/1989,62.85
6/16/1989,62.89
6/19/1989,62.92
6/20/1989,62.31
6/21/1989,62.1
6/22/1989,62.47
6/23/1989,62.47
6/26/1989,63.09
6/27/1989,63.35
6/28/1989,62.41
6/29/1989,61.05
6/30/1989,60.88
7/3/1989,61.24
7/5/1989,61.4
7/6/1989,61.62
7/7/1989,62.35
7/10/1989,62.92
7/11/1989,62.74
7/12/1989,62.69
7/13/1989,62.84
7/14/1989,62.72
7/17/1989,63.01
7/18/1989,62.82
7/19/1989,63.28
7/20/1989,62.86
7/21/1989,62.99
7/24/1989,62.71
7/25/1989,61.92
7/26/1989,62
7/27/1989,62.58
7/28/1989,62.63
7/31/1989,63.11
8/1/1989,62.78
8/2/1989,62.88
8/3/1989,63.1
8/4/1989,64.01
8/7/1989,65.24
8/8/1989,65.43
8/9/1989,65.03
8/10/1989,64.95
8/11/1989,64.25
8/14/1989,63.87
8/15/1989,63.85
8/16/1989,63.62
8/17/1989,63.42
8/18/1989,63.67
8/21/1989,62.67
8/22/1989,63.02
8/23/1989,63.63
8/24/1989,64.55
8/25/1989,64.45
8/28/1989,64.62
8/29/1989,64.11
8/30/1989,64.29
8/31/1989,64.47
9/1/1989,64.76
9/5/1989,64.64
9/6/1989,64.1
9/7/1989,63.92
9/8/1989,64.02
9/11/1989,63.72
9/12/1989,64.22
9/13/1989,64.11
9/14/1989,63.54
9/15/1989,63.47
9/18/1989,63.17
9/19/1989,62.81
9/20/1989,63.04
9/21/1989,63.08
9/22/1989,63.31
9/25/1989,63.29
9/26/1989,63.3
9/27/1989,62.88
9/28/1989,63.33
9/29/1989,63.41
10/2/1989,63.54
10/3/1989,63.45
10/4/1989,64.14
10/5/1989,64.42
10/6/1989,64.88
10/9/1989,65.79
10/10/1989,65.39
10/11/1989,64.69
10/12/1989,64.44
10/13/1989,60.86
10/16/1989,61.65
10/17/1989,61.75
10/18/1989,61.75
10/19/1989,61.75
10/20/1989,63.46
10/23/1989,62.78
10/24/1989,62.15
10/25/1989,62.22
10/26/1989,61.01
10/27/1989,60.35
10/30/1989,60.38
10/31/1989,61.33
11/1/1989,61.48
11/2/1989,59.94
11/3/1989,59.69
11/6/1989,58.88
11/7/1989,59.39
11/8/1989,60.05
11/9/1989,59.97
11/10/1989,60.31
11/13/1989,60.32
11/14/1989,60.06
11/15/1989,60.42
11/16/1989,60.44
11/17/1989,61.08
11/20/1989,60.85
11/21/1989,60.83
11/22/1989,61.2
11/24/1989,61.61
11/27/1989,61.66
11/28/1989,61.33
11/29/1989,60.99
11/30/1989,61.33
12/1/1989,61.48
12/4/1989,62.02
12/5/1989,61.88
12/6/1989,61.69
12/7/1989,61.56
12/8/1989,61.45
12/11/1989,60.75
12/12/1989,60.75
12/13/1989,60.49
12/14/1989,59.94
12/15/1989,59.47
12/18/1989,58.56
12/19/1989,58.97
12/20/1989,59.35
12/21/1989,59.79
12/22/1989,60.39
12/26/1989,60.38
12/27/1989,60.65
12/28/1989,60.67
12/29/1989,61.29
1/2/1990,62.63
1/3/1990,62.94
1/4/1990,63.08
1/5/1990,62.82
1/8/1990,63
1/9/1990,62.64
1/10/1990,61.99
1/11/1990,62.08
1/12/1990,60.47
1/15/1990,60.33
1/16/1990,61.48
1/17/1990,61.1
1/18/1990,60.77
1/19/1990,60.94
1/22/1990,59.79
1/23/1990,59.97
1/24/1990,59.97
1/25/1990,59.53
1/26/1990,59.17
1/29/1990,58.75
1/30/1990,58.15
1/31/1990,58.97
2/1/1990,59.35
2/2/1990,60.12
2/5/1990,60.54
2/6/1990,60.53
2/7/1990,61.64
2/8/1990,61.7
2/9/1990,61.69
2/12/1990,61.05
2/13/1990,60.95
2/14/1990,60.99
2/15/1990,61.29
2/16/1990,60.65
2/20/1990,59.85
2/21/1990,59.6
2/22/1990,59.58
2/23/1990,59.19
2/26/1990,59.79
2/27/1990,60.19
2/28/1990,61.17
3/1/1990,61.5
3/2/1990,62.21
3/5/1990,62.37
3/6/1990,63.17
3/7/1990,63.38
3/8/1990,64.39
3/9/1990,64.21
3/12/1990,64.22
3/13/1990,63.99
3/14/1990,64.04
3/15/1990,64.4
3/16/1990,65.94
3/19/1990,66.86
3/20/1990,66.26
3/21/1990,65.76
3/22/1990,64.65
3/23/1990,64.8
3/26/1990,65.06
3/27/1990,65.22
3/28/1990,64.94
3/29/1990,64.85
3/30/1990,64.57
4/3/1990,65.44
4/4/1990,65.15
4/5/1990,64.69
4/6/1990,64.21
4/9/1990,63.96
4/10/1990,64.64
4/11/1990,65
4/12/1990,65.31
4/16/1990,65.37
4/17/1990,65.25
4/18/1990,64.6
4/19/1990,64.09
4/20/1990,63.63
4/23/1990,63.03
4/24/1990,62.92
4/25/1990,63.31
4/26/1990,63.22
4/27/1990,62.6
4/30/1990,63.4
5/1/1990,63.46
5/2/1990,64.07
5/3/1990,64.57
5/4/1990,65.43
5/7/1990,66.06
5/8/1990,66.27
5/9/1990,66.49
5/10/1990,67
5/11/1990,68.24
5/14/1990,68.93
5/15/1990,69.15
5/16/1990,69.48
5/17/1990,69.86
5/18/1990,70.16
5/21/1990,71.21
5/22/1990,71.5
5/23/1990,72.15
5/24/1990,72.42
5/25/1990,71.32
5/29/1990,72.54
5/30/1990,72.69
5/31/1990,72.42
6/1/1990,72.54
6/4/1990,73.31
6/5/1990,72.64
6/6/1990,72.55
6/7/1990,72.29
6/8/1990,71.68
6/11/1990,71.96
6/12/1990,72.82
6/13/1990,73.04
6/14/1990,72.75
6/15/1990,72.7
6/18/1990,71.42
6/19/1990,71.41
6/20/1990,71.49
6/21/1990,71.64
6/22/1990,71.19
6/25/1990,70.83
6/26/1990,70.39
6/27/1990,70.92
6/28/1990,71.69
6/29/1990,72.07
7/2/1990,72.71
7/3/1990,72.49
7/5/1990,71.95
7/6/1990,72.44
7/9/1990,72.85
7/10/1990,72.63
7/11/1990,73.6
7/12/1990,74.06
7/13/1990,74.08
7/16/1990,74.64
7/17/1990,74
7/18/1990,73.22
7/19/1990,72.07
7/20/1990,70.21
7/23/1990,68.62
7/24/1990,68.01
7/25/1990,68.85
7/26/1990,68.48
7/27/1990,67.89
7/30/1990,67.65
7/31/1990,67.41
8/1/1990,66.96
8/2/1990,65.57
8/3/1990,63.68
8/6/1990,60.89
8/7/1990,61
8/8/1990,62.01
8/9/1990,62.43
8/10/1990,61.65
8/13/1990,62.22
8/14/1990,62.19
8/15/1990,62.38
8/16/1990,60.78
8/17/1990,59.38
8/20/1990,58.65
8/21/1990,57.15
8/22/1990,56.51
8/23/1990,54.98
8/24/1990,56.58
8/27/1990,58.96
8/28/1990,59.44
8/29/1990,59.3
8/30/1990,58.4
8/31/1990,58.85
9/4/1990,59.11
9/5/1990,58.83
9/6/1990,57.67
9/7/1990,57.99
9/10/1990,58.15
9/11/1990,57.78
9/12/1990,57.97
9/13/1990,57.1
9/14/1990,56.88
9/17/1990,56.74
9/18/1990,57.01
9/19/1990,56.98
9/20/1990,55.6
9/21/1990,55.03
9/24/1990,53.35
9/25/1990,54.38
9/26/1990,53.56
9/27/1990,52.26
9/28/1990,52.94
10/1/1990,54.38
10/2/1990,54.51
10/3/1990,53.49
10/4/1990,52.99
10/5/1990,52.91
10/8/1990,53.22
10/9/1990,51.29
10/10/1990,50.26
10/11/1990,49.29
10/12/1990,49.66
10/15/1990,49.61
10/16/1990,49.25
10/17/1990,49.78
10/18/1990,51.67
10/19/1990,52.01
10/22/1990,53
10/23/1990,52.87
10/24/1990,53.29
10/25/1990,52.9
10/26/1990,51.56
10/29/1990,50.81
10/30/1990,51.12
10/31/1990,51.02
11/1/1990,51.58
11/2/1990,52.72
11/5/1990,53.54
11/6/1990,53.41
11/7/1990,52.44
11/8/1990,52.9
11/9/1990,53.97
11/12/1990,55.63
11/13/1990,55.58
11/14/1990,56.12
11/15/1990,55.37
11/16/1990,55.56
11/19/1990,56.19
11/20/1990,55.42
11/21/1990,55.5
11/23/1990,55.37
11/26/1990,55.7
11/27/1990,56.76
11/28/1990,57.06
11/29/1990,57.26
11/30/1990,57.73
12/3/1990,59.49
12/4/1990,59.88
12/5/1990,60.92
12/6/1990,60.83
12/7/1990,60.73
12/10/1990,60.98
12/11/1990,59.92
12/12/1990,60.53
12/13/1990,60.52
12/14/1990,59.74
12/17/1990,59.35
12/18/1990,60.13
12/19/1990,60.48
12/20/1990,60.68
12/21/1990,61.17
12/24/1990,60.69
12/26/1990,60.74
12/27/1990,60.35
12/28/1990,60.49
12/31/1990,61.02
1/2/1991,60.78
1/3/1991,60.03
1/4/1991,59.92
1/7/1991,58.62
1/8/1991,58.42
1/9/1991,58.03
1/10/1991,58.86
1/11/1991,58.9
1/14/1991,58.01
1/15/1991,58.55
1/16/1991,60.51
1/17/1991,62.83
1/18/1991,63.38
1/21/1991,64.08
1/22/1991,63.99
1/23/1991,64.43
1/24/1991,65.9
1/25/1991,66.08
1/28/1991,66.86
1/29/1991,67.81
1/30/1991,69.8
1/31/1991,70.75
2/1/1991,71.11
2/4/1991,72.22
2/5/1991,73.34
2/6/1991,74.44
2/7/1991,73.21
2/8/1991,73.72
2/11/1991,75.08
2/12/1991,74.83
2/13/1991,76.02
2/14/1991,74.73
2/15/1991,75.85
2/19/1991,76.46
2/20/1991,76.01
2/21/1991,75.95
2/22/1991,76.73
2/25/1991,76.88
2/26/1991,75.82
2/27/1991,76.13
2/28/1991,76.08
3/1/1991,76.89
3/4/1991,77.34
3/5/1991,80.33
3/6/1991,80.76
3/7/1991,81.62
3/8/1991,81.46
3/11/1991,79.62
3/12/1991,77.81
3/13/1991,79.47
3/14/1991,79.19
3/15/1991,78.2
3/18/1991,78.3
3/19/1991,76.92
3/20/1991,77.43
3/21/1991,76.6
3/22/1991,76.56
3/25/1991,77.49
3/26/1991,79.65
3/27/1991,80.31
3/28/1991,80.25
4/1/1991,79.49
4/2/1991,81.37
4/3/1991,81.85
4/4/1991,82.35
4/5/1991,81.22
4/8/1991,81.6
4/9/1991,80.57
4/10/1991,80.54
4/11/1991,82.11
4/12/1991,82.76
4/15/1991,82.15
4/16/1991,83.26
4/17/1991,84.02
4/18/1991,83.5
4/19/1991,82.4
4/22/1991,81.58
4/23/1991,81.9
4/24/1991,82.44
4/25/1991,81.67
4/26/1991,81.14
4/29/1991,79.67
4/30/1991,78.43
5/1/1991,78.44
5/2/1991,79.13
5/3/1991,79.24
5/6/1991,79.25
5/7/1991,78.59
5/8/1991,78.89
5/9/1991,80.17
5/10/1991,78.96
5/13/1991,79.28
5/14/1991,78.14
5/15/1991,75.61
5/16/1991,76.29
5/17/1991,76.1
5/20/1991,75.71
5/21/1991,76.25
5/22/1991,77.25
5/23/1991,77.71
5/24/1991,78.21
5/28/1991,79.25
5/29/1991,79.74
5/30/1991,80.54
5/31/1991,81.35
6/3/1991,81.82
6/4/1991,81.79
6/5/1991,80.9
6/6/1991,80.12
6/7/1991,79.43
6/10/1991,79
6/11/1991,78.99
6/12/1991,77.67
6/13/1991,77.5
6/14/1991,78.21
6/17/1991,78.03
6/18/1991,77.47
6/19/1991,76.71
6/20/1991,76.5
6/21/1991,76.49
6/24/1991,74.51
6/25/1991,74.31
6/26/1991,74.78
6/27/1991,75.29
6/28/1991,75.03
7/1/1991,76.17
7/2/1991,75.79
7/3/1991,74.96
7/5/1991,75.31
7/8/1991,76.9
7/9/1991,76.92
7/10/1991,77.47
7/11/1991,77.39
7/12/1991,78.12
7/15/1991,78.93
7/16/1991,78.06
7/17/1991,77.99
7/18/1991,78.72
7/19/1991,79.05
7/22/1991,78.42
7/23/1991,77.51
7/24/1991,76.92
7/25/1991,77.49
7/26/1991,78.02
7/29/1991,78.46
7/30/1991,79.41
7/31/1991,79.83
8/1/1991,80.29
8/2/1991,80.3
8/5/1991,79.49
8/6/1991,80.02
8/7/1991,79.93
8/8/1991,80.11
8/9/1991,79.64
8/12/1991,79.96
8/13/1991,80.1
8/14/1991,80.43
8/15/1991,79.75
8/16/1991,78.97
8/19/1991,76.61
8/20/1991,77.34
8/21/1991,80.25
8/22/1991,80.48
8/23/1991,80.89
8/26/1991,81.07
8/27/1991,81.18
8/28/1991,82.39
8/29/1991,82.29
8/30/1991,82.11
9/3/1991,81.64
9/4/1991,81.07
9/5/1991,80.61
9/6/1991,80.8
9/9/1991,81
9/10/1991,79.65
9/11/1991,80.11
9/12/1991,81.64
9/13/1991,80.05
9/16/1991,79.53
9/17/1991,79.47
9/18/1991,80.04
9/19/1991,80.68
9/20/1991,80.73
9/23/1991,80
9/24/1991,80.57
9/25/1991,80.6
9/26/1991,81
9/27/1991,80.35
9/30/1991,80.65
10/1/1991,80.5
10/2/1991,79.92
10/3/1991,78.37
10/4/1991,78.49
10/7/1991,78.31
10/8/1991,78.59
10/9/1991,78.36
10/10/1991,79.2
10/11/1991,79.42
10/14/1991,80.82
10/15/1991,82.79
10/16/1991,84.15
10/17/1991,83
10/18/1991,83.15
10/21/1991,82.71
10/22/1991,82.93
10/23/1991,82.96
10/24/1991,81.99
10/25/1991,81.44
10/28/1991,82.34
10/29/1991,83
10/30/1991,84.03
10/31/1991,84.21
11/1/1991,83.74
11/4/1991,82.91
11/5/1991,82.56
11/6/1991,82.45
11/7/1991,83.39
11/8/1991,83.79
11/11/1991,84.39
11/12/1991,85.68
11/13/1991,85.74
11/14/1991,85.25
11/15/1991,81.21
11/18/1991,81.82
11/19/1991,80.36
11/20/1991,80.64
11/21/1991,80.61
11/22/1991,80.36
11/25/1991,80.12
11/26/1991,80.54
11/27/1991,80.46
11/29/1991,80.3
12/2/1991,81.57
12/3/1991,81.72
12/4/1991,82.12
12/5/1991,81.77
12/6/1991,81.91
12/9/1991,81.37
12/10/1991,81.04
12/11/1991,80.69
12/12/1991,81.35
12/13/1991,82.43
12/16/1991,82.47
12/17/1991,81.69
12/18/1991,81.53
12/19/1991,80.54
12/20/1991,80.78
12/23/1991,83.2
12/24/1991,84.61
12/26/1991,86.42
12/27/1991,87.08
12/30/1991,89.5
12/31/1991,89.93
1/2/1992,90.5
1/3/1992,91.25
1/6/1992,92.11
1/7/1992,93.11
1/8/1992,94.21
1/9/1992,94.81
1/10/1992,93.65
1/13/1992,94.36
1/14/1992,96.35
1/15/1992,97.21
1/16/1992,96.96
1/17/1992,97.24
1/20/1992,95.5
1/21/1992,92.68
1/22/1992,95.91
1/23/1992,95.71
1/24/1992,95.71
1/27/1992,94.67
1/28/1992,94.74
1/29/1992,93.91
1/30/1992,94.99
1/31/1992,94.69
2/3/1992,95.28
2/4/1992,96.84
2/5/1992,97.93
2/6/1992,97.31
2/7/1992,96.6
2/10/1992,96.25
2/11/1992,95.78
2/12/1992,98.56
2/13/1992,97.11
2/14/1992,96.37
2/18/1992,94.79
2/19/1992,94.54
2/20/1992,96.9
2/21/1992,96.15
2/24/1992,95.37
2/25/1992,94.49
2/26/1992,96.54
2/27/1992,96.67
2/28/1992,96
3/2/1992,96.26
3/3/1992,96.29
3/4/1992,95.23
3/5/1992,93.31
3/6/1992,92.42
3/9/1992,92.77
3/10/1992,94.21
3/11/1992,92.56
3/12/1992,92.56
3/13/1992,93.24
3/16/1992,93.31
3/17/1992,94.65
3/18/1992,94.62
3/19/1992,94.47
3/20/1992,94.34
3/23/1992,93.74
3/24/1992,92.81
3/25/1992,92.8
3/26/1992,91.58
3/27/1992,89.07
3/30/1992,88.44
3/31/1992,88.93
4/1/1992,88.8
4/2/1992,87.32
4/3/1992,87.15
4/6/1992,88.8
4/7/1992,86.15
4/8/1992,85.46
4/9/1992,87.18
4/10/1992,85.79
4/13/1992,85.99
4/14/1992,87.43
4/15/1992,88.02
4/16/1992,86.93
4/20/1992,84.55
4/21/1992,83.64
4/22/1992,83.83
4/23/1992,83.17
4/24/1992,82.6
4/27/1992,81.27
4/28/1992,80.1
4/29/1992,82.12
4/30/1992,83.95
5/1/1992,84.09
5/4/1992,85.09
5/5/1992,86.14
5/6/1992,86.81
5/7/1992,86.19
5/8/1992,85.57
5/11/1992,85.68
5/12/1992,85.25
5/13/1992,84.52
5/14/1992,83.05
5/15/1992,83.08
5/18/1992,83.28
5/19/1992,83.6
5/20/1992,84.32
5/21/1992,84.14
5/22/1992,84.35
5/26/1992,83.47
5/27/1992,84.03
5/28/1992,85.11
5/29/1992,86
6/1/1992,86.54
6/2/1992,86.68
6/3/1992,86.46
6/4/1992,86.16
6/5/1992,85.78
6/8/1992,85.07
6/9/1992,83.92
6/10/1992,82.54
6/11/1992,82.86
6/12/1992,83.11
6/15/1992,83.15
6/16/1992,81.92
6/17/1992,79.97
6/18/1992,79.11
6/19/1992,79.51
6/22/1992,79.14
6/23/1992,79.61
6/24/1992,78.96
6/25/1992,77.86
6/26/1992,77.69
6/29/1992,80.41
6/30/1992,80.48
7/1/1992,81.65
7/2/1992,79.64
7/6/1992,79.75
7/7/1992,77.82
7/8/1992,78.14
7/9/1992,79.41
7/10/1992,79.89
7/13/1992,80.46
7/14/1992,81.32
7/15/1992,81.75
7/16/1992,82.06
7/17/1992,80.46
7/20/1992,80.07
7/21/1992,81.07
7/22/1992,80.28
7/23/1992,80.81
7/24/1992,80.87
7/27/1992,80.64
7/28/1992,81.63
7/29/1992,82.39
7/30/1992,82.97
7/31/1992,83.53
8/3/1992,84
8/4/1992,83.74
8/5/1992,82.6
8/6/1992,81.81
8/7/1992,80.82
8/10/1992,80.55
8/11/1992,80.34
8/12/1992,80.18
8/13/1992,80.21
8/14/1992,80.54
8/17/1992,80.44
8/18/1992,80.27
8/19/1992,79.35
8/20/1992,79.64
8/21/1992,79.03
8/24/1992,77.6
8/25/1992,78.03
8/26/1992,79.15
8/27/1992,79.72
8/28/1992,79.74
8/31/1992,80.08
9/1/1992,80.84
9/2/1992,82.51
9/3/1992,82.64
9/4/1992,81.98
9/8/1992,81.79
9/9/1992,82.93
9/10/1992,84.51
9/11/1992,84.83
9/14/1992,87.08
9/15/1992,85.7
9/16/1992,85.21
9/17/1992,85.42
9/18/1992,85.72
9/21/1992,85.42
9/22/1992,84.03
9/23/1992,84.28
9/24/1992,84.27
9/25/1992,82.65
9/28/1992,82.64
9/29/1992,82.75
9/30/1992,83.07
10/1/1992,81.56
10/2/1992,80.33
10/5/1992,80.09
10/6/1992,81.2
10/7/1992,80.31
10/8/1992,81.25
10/9/1992,80.25
10/12/1992,80.99
10/13/1992,81.42
10/14/1992,81.85
10/15/1992,82.54
10/16/1992,83.46
10/19/1992,85.18
10/20/1992,85.11
10/21/1992,85.31
10/22/1992,84.83
10/23/1992,84.97
10/26/1992,85.85
10/27/1992,85.36
10/28/1992,86.64
10/29/1992,87.28
10/30/1992,86.75
11/2/1992,87.4
11/3/1992,86.77
11/4/1992,86.89
11/5/1992,88.71
11/6/1992,89.69
11/9/1992,90.42
11/10/1992,91.46
11/11/1992,92.04
11/12/1992,91.51
11/13/1992,91.83
11/16/1992,91.11
11/17/1992,88.99
11/18/1992,90.44
11/19/1992,90.86
11/20/1992,91.07
11/23/1992,90.1
11/24/1992,91.7
11/25/1992,91.75
11/27/1992,91.97
11/30/1992,92.58
12/1/1992,92.97
12/2/1992,92.83
12/3/1992,93.56
12/4/1992,94.29
12/7/1992,95.23
12/8/1992,95.42
12/9/1992,94.53
12/10/1992,93.03
12/11/1992,92.65
12/14/1992,92.61
12/15/1992,91.53
12/16/1992,91.36
12/17/1992,93.2
12/18/1992,93.62
12/21/1992,93.21
12/22/1992,93.11
12/23/1992,93.04
12/24/1992,93.54
12/28/1992,94.04
12/29/1992,94.08
12/30/1992,94.53
12/31/1992,94.93
1/4/1993,93.98
1/5/1993,94.78
1/6/1993,96.71
1/7/1993,96.07
1/8/1993,96.11
1/11/1993,97.5
1/12/1993,96.43
1/13/1993,97.64
1/14/1993,99.74
1/15/1993,99
1/18/1993,98.36
1/19/1993,97.82
1/20/1993,97.86
1/21/1993,99.03
1/22/1993,99.15
1/25/1993,99.83
1/26/1993,99.5
1/27/1993,97.64
1/28/1993,97.11
1/29/1993,97.32
2/1/1993,98.4
2/2/1993,98.29
2/3/1993,98.52
2/4/1993,97.93
2/5/1993,96.32
2/8/1993,95.65
2/9/1993,94.97
2/10/1993,95.51
2/11/1993,95.78
2/12/1993,95.14
2/16/1993,91.32
2/17/1993,91.31
2/18/1993,92.29
2/19/1993,92.76
2/22/1993,90.96
2/23/1993,90.75
2/24/1993,92.61
2/25/1993,93.44
2/26/1993,93.54
3/1/1993,92.81
3/2/1993,94.46
3/3/1993,95
3/4/1993,94.45
3/5/1993,94.69
3/8/1993,95.83
3/9/1993,96.04
3/10/1993,96.64
3/11/1993,96.65
3/12/1993,96.7
3/15/1993,97.64
3/16/1993,97.3
3/17/1993,95.15
3/18/1993,94.85
3/19/1993,93.27
3/22/1993,92.39
3/23/1993,92.21
3/24/1993,91.92
3/25/1993,93.69
3/26/1993,93.49
3/29/1993,93.39
3/30/1993,94.03
3/31/1993,94.35
4/1/1993,93.43
4/2/1993,90.14
4/5/1993,90.48
4/6/1993,89.71
4/7/1993,90.85
4/8/1993,89.58
4/12/1993,91.75
4/13/1993,91.38
4/14/1993,91.34
4/15/1993,90.61
4/16/1993,90.36
4/19/1993,90.06
4/20/1993,90.67
4/21/1993,91.57
4/22/1993,91.76
4/23/1993,90.62
4/26/1993,88.99
4/27/1993,90.64
4/28/1993,92.11
4/29/1993,92.28
4/30/1993,92.82
5/3/1993,94.35
5/4/1993,96.08
5/5/1993,97.49
5/6/1993,96.78
5/7/1993,97.9
5/10/1993,98.43
5/11/1993,98.4
5/12/1993,98.03
5/13/1993,97.22
5/14/1993,98.22
5/17/1993,99.05
5/18/1993,100.11
5/19/1993,102.44
5/20/1993,103.03
5/21/1993,102.17
5/24/1993,102.57
5/25/1993,101.89
5/26/1993,104.12
5/27/1993,103.61
5/28/1993,101.73
6/1/1993,102.76
6/2/1993,102.43
6/3/1993,102.85
6/4/1993,101.74
6/7/1993,100.07
6/8/1993,99.49
6/9/1993,99.75
6/10/1993,99.24
6/11/1993,100.04
6/14/1993,100.93
6/15/1993,101.18
6/16/1993,100.94
6/17/1993,100.76
6/18/1993,99.45
6/21/1993,99.08
6/22/1993,99.24
6/23/1993,98.73
6/24/1993,99.39
6/25/1993,101.04
6/28/1993,103.11
6/29/1993,102.54
6/30/1993,102.8
7/1/1993,102.32
7/2/1993,102.07
7/6/1993,100.47
7/7/1993,99.81
7/8/1993,100.58
7/9/1993,101.3
7/12/1993,102.03
7/13/1993,102.31
7/14/1993,102.7
7/15/1993,101.01
7/16/1993,98.45
7/19/1993,97.13
7/20/1993,98.66
7/21/1993,99.04
7/22/1993,98.71
7/23/1993,99.68
7/26/1993,100.67
7/27/1993,99.05
7/28/1993,99.46
7/29/1993,99.92
7/30/1993,99.29
8/2/1993,100.37
8/3/1993,100.89
8/4/1993,101.45
8/5/1993,101.77
8/6/1993,102.69
8/9/1993,102.99
8/10/1993,102.42
8/11/1993,102.3
8/12/1993,101.63
8/13/1993,101.36
8/16/1993,102.61
8/17/1993,103.82
8/18/1993,104.86
8/19/1993,104.29
8/20/1993,103.86
8/23/1993,104.59
8/24/1993,105.14
8/25/1993,104.06
8/26/1993,102.62
8/27/1993,103.1
8/30/1993,103.53
8/31/1993,104.35
9/1/1993,104.29
9/2/1993,104.6
9/3/1993,103.98
9/7/1993,101.55
9/8/1993,100.28
9/9/1993,101.52
9/10/1993,102.38
9/13/1993,101.35
9/14/1993,100.26
9/15/1993,101.44
9/16/1993,101.29
9/17/1993,101.41
9/20/1993,101.64
9/21/1993,101.18
9/22/1993,104.09
9/23/1993,105.57
9/24/1993,105.22
9/27/1993,106.54
9/28/1993,106.95
9/29/1993,106.06
9/30/1993,105.28
10/1/1993,105.02
10/4/1993,105.26
10/5/1993,103.47
10/6/1993,103.43
10/7/1993,102.94
10/8/1993,103.54
10/11/1993,104.23
10/12/1993,106.55
10/13/1993,106.31
10/14/1993,107.11
10/15/1993,108.42
10/18/1993,108.07
10/19/1993,105.23
10/20/1993,105.1
10/21/1993,106.47
10/22/1993,107.14
10/25/1993,106.79
10/26/1993,106.1
10/27/1993,107.68
10/28/1993,107.22
10/29/1993,108.26
11/1/1993,109.8
11/2/1993,109.86
11/3/1993,106.93
11/4/1993,103.92
11/5/1993,105.28
11/8/1993,106.53
11/9/1993,106.75
11/10/1993,109.24
11/11/1993,110.26
11/12/1993,110.94
11/15/1993,109.88
11/16/1993,110.09
11/17/1993,108.39
11/18/1993,107
11/19/1993,106.78
11/22/1993,104.68
11/23/1993,106.72
11/24/1993,107.97
11/26/1993,108.39
11/29/1993,107.4
11/30/1993,108.43
12/1/1993,110.2
12/2/1993,111.14
12/3/1993,112.3
12/6/1993,111.29
12/7/1993,111.04
12/8/1993,110.96
12/9/1993,109.36
12/10/1993,109.01
12/13/1993,109.57
12/14/1993,108.43
12/15/1993,109.06
12/16/1993,109.7
12/17/1993,110.75
12/20/1993,110.75
12/21/1993,110.11
12/22/1993,110.29
12/23/1993,111.04
12/27/1993,111.62
12/28/1993,112.5
12/29/1993,112.82
12/30/1993,112.86
12/31/1993,113.01
1/3/1994,111.86
1/4/1994,113.18
1/5/1994,114.78
1/6/1994,115.45
1/7/1994,116.18
1/10/1994,117.11
1/11/1994,116.79
1/12/1994,117.33
1/13/1994,117.25
1/14/1994,118.69
1/17/1994,119.19
1/18/1994,119.23
1/19/1994,117.65
1/20/1994,118.28
1/21/1994,118.67
1/24/1994,118.36
1/25/1994,118.02
1/26/1994,117.83
1/27/1994,118.92
1/28/1994,119.6
1/31/1994,120.04
2/1/1994,119.46
2/2/1994,120.21
2/3/1994,119.89
2/4/1994,116.37
2/7/1994,117.37
2/8/1994,118.44
2/9/1994,119.96
2/10/1994,118.83
2/11/1994,118.72
2/14/1994,119.25
2/15/1994,120.31
2/16/1994,121.43
2/17/1994,120.47
2/18/1994,120.52
2/22/1994,121.91
2/23/1994,121.94
2/24/1994,120.7
2/25/1994,121.07
2/28/1994,122.04
3/1/1994,121.47
3/2/1994,121.58
3/3/1994,122.1
3/4/1994,123.61
3/7/1994,124.46
3/8/1994,124
3/9/1994,124.89
3/10/1994,124.85
3/11/1994,125.26
3/14/1994,126.32
3/15/1994,126.04
3/16/1994,126.96
3/17/1994,127.86
